Model,Scenario,Region,ESP Indicator Name,Unit of entry,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM,GCAM_Paris,Argentina,Emissions|CO2 by sector|industry,Mt CO2e/yr,54.55818397,53.87830969,68.53755707,57.19602643,59.97184596,61.51663676,61.08628515,61.03082227,62.32826274,62.72760131,61.01216924
